LATITUDE,LONGITUDE,CIDADE,ÂNGULO,MWH
-18.1878123,-55.253195,Coxim,30,32.12342502
-18.1878123,-55.253195,Coxim,35,32.01720994
-18.1878123,-55.253195,Coxim,40,31.90056301
-18.1878123,-55.253195,Coxim,45,31.7706392
-18.1878123,-55.253195,Coxim,50,31.62838686
-18.1878123,-55.253195,Coxim,55,31.47285762
-18.1878123,-55.253195,Coxim,60,31.3040515
-18.1878123,-55.253195,Coxim,65,31.12102015
-18.1878123,-55.253195,Coxim,70,30.92755696
-18.1878123,-55.253195,Coxim,75,30.72650698
-18.1878123,-55.253195,Coxim,80,30.5216636
-18.1878123,-55.253195,Coxim,85,30.31397517
-18.1878123,-55.253195,Coxim,90,30.1034417
-18.1878123,-55.253195,Coxim,95,29.89006317
-18.1878123,-55.253195,Coxim,100,29.6757363
-18.1878123,-55.253195,Coxim,105,29.46235778
-18.1878123,-55.253195,Coxim,110,29.25182431
-18.1878123,-55.253195,Coxim,115,29.04413588
-18.1878123,-55.253195,Coxim,120,28.84213755
-18.1878123,-55.253195,Coxim,125,28.64772601
-18.1878123,-55.253195,Coxim,130,28.46279796
-18.1878123,-55.253195,Coxim,135,28.28830175
-18.1878123,-55.253195,Coxim,140,28.12518572
-18.1878123,-55.253195,Coxim,145,27.97534658
-18.1878123,-55.253195,Coxim,150,27.84162938
-18.1878123,-55.253195,Coxim,155,27.7240341
-18.1878123,-55.253195,Coxim,160,27.62350911
-18.1878123,-55.253195,Coxim,165,27.54289945
-18.1878123,-55.253195,Coxim,170,27.48505016
-18.1878123,-55.253195,Coxim,175,27.45375464
-18.1878123,-55.253195,Coxim,180,27.4471162
-15.4191704,-56.456297,Cuiaba,0,31.706
-15.4191704,-56.456297,Cuiaba,5,31.69086406
-15.4191704,-56.456297,Cuiaba,10,31.6587002
-15.4191704,-56.456297,Cuiaba,15,31.61140041
-15.4191704,-56.456297,Cuiaba,20,31.54896467
-15.4191704,-56.456297,Cuiaba,25,31.47423099
-15.4191704,-56.456297,Cuiaba,30,31.38909136
-15.4191704,-56.456297,Cuiaba,35,31.29449177
-15.4191704,-56.456297,Cuiaba,40,31.19137821
